sentiment,text,label
negative,"All the 47-year old men in the joint wearin' sportcoats hangin' out with your beers waiting to catch some hot young tail which won't even happen but you're still lingering around anyway in an awkward looking sausagefest - raise your hands up in the air and say ""What! What!""

To the endless video loop of the Tempe 12 Girls trying to figure out how to best flaunt their mamms for their calendar photo shoots like ohmygawdtheresnowaythatIwillnotbechosenforKipWingerscomebackvideo - raise your hands up in the air and say ""What! What!""

To the dumbfuck DJ who thinks spinning 15 seconds of every song from the 80's and 90's into some megamix is like cool but it's actually more akin to the sonic equivalent of Sybil, raise your hands up in the air and say ""What! What!""

All our servers who were kind of friendly but more like passengers on that UFO named USS Space Cadet that you see on top of the Space Age Lodge restaurant while driving through Casa Grande because you couldn't get ANYTHING right nor understand what we were saying as if we were of a different species altogether, like as if we were human and you were the green hoochie that Captain Kirk got together with in Star Trek - raise your hands up in the air and say ""What! What!"" (if you can)

All those single bathroom stalls where the door doesn't become opaque unless you lock it all the way but I'm sure the ploy here is that as the night goes on and people get more and more drunk, girls will come in and maybe haphazardly lock the door but not all the way but they don't care because they have to pee so hard so they're sitting on the throne and watching people walk by and think that ""Ohmygodit'slikeaonewaymirrorthat'ssocool!"" but then they notice that guys are now just standing there and converging on the other side of the door looking right at them and all of a sudden the drunk girls realize that the door is not a one-way-mirror at all but.... - raise your hands up in the air and say ""What! What!"" 

To my Yelp companions who made all that was Six completely tolerable and proved the point that whatever the case may be with a semi-retarded-but-really-cool-looking Scottsdale venue, if you're in good company, you'll still have a great time - raise your hands up in the air and say ""What! What!""

And scene.",0
positive,"I am fan of Samsung now! This is my first Samsung set and I loved it..its dual phone with 2 WhatsApp ,excellent fast charging and  battery quality.. super secure with face recognition and fingerprint reader... and many more features to explore.honestly only part what I did not appreciate was that there was no earphone provided with the phone so with this review I hope to make it a complete set by winning those earphones..😃",2
negative,All are ok but network issues very high,0
positive,Poor battery,2
positive, ._.; Thanxxx ! Now with that message I just wanna leave !! )= ! BYE !,2
positive, Good Morning Chairman of the board! www.youtube.com/watch?v=ivFM0pYyUcy its a living thing....!,2
positive,Good quality phone,2
positive,Overall ok . Good performance,2
positive,My finger print and touch screen is not working hence facing severe problems. Adaptive accidental lock has been initiated on its own having problems now as I am not able to do anything.,2
positive,No comments about quality,2
positive,Phone is good but not as expected.,2
negative,Poor quality,0
positive,Best phone. Value for money,2
negative,"RT @PuestoLoco: Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe http://t.co/bg…",0
neutral,"Okay okay . I am using one plus devices from last so many years. I had used OnePlus 1, X, 2, 3, 3T, 5, 6 & 7T however I am extremely disappointed with the 7T. Camera quality is poor and the price (40k) which I had pay for 8GB 256GB variant. Doesn't justify it. As of today's I don't recommend any one to go for a OnePlus devices anymore.

1+devices are not worthed anymore. It's better to for a flagship devices or go for other brands cheap mobile but no more 1+",1
negative,Yay for having a giant headache  stupid glasses.,0
negative,"I don't like this.This is not a good product, I'm huge fan of redmi mobiles,i had also used the phone of this company and that was awesome but this is not good.
I will just give only one 🌟 because the phone is not working properly and it is hanging",0
negative,Not bad,0
negative,is sad yo hear about Ashleycat,0
neutral,"With the Samsung flagship, this model really disappointing me. Specifically it's body and finishing of the body is totally pathetic. Ohhh one more thing is hanging issue. If Samsung wants to get back the market from others they have to do a lot of improvement.",1
positive,"Excellent mobile, Paisa vasool",2
negative,"Worst experience with brightness and display,I think this product has issues with screen and camera.... Please solve my issue.i bought it 10days ago",0
positive,"Good Phone in such price range
Best feature is fast charging",2
positive,Everything is great about the phone but the 90 hz display takes toll on battery.,2
positive,Best Value for money.... Great buy,2
negative,I am feeling very bad mi a2mobile.dont get  it,0
negative,Fuddu Camera.. Display Touch Problem...  Slow Processing.. Fuddu speakers...  Fake FaceUnlock..,0
positive,"1. Battery is superb.. 100% charge ke sath pura din nikal jayega.. wo bhi use karte hue.. 2 hours me full charge ho jayega ..
2. Performance is very good . No lag, 5 to 7 app  easily use kar sakte ho ek sath koi prblm nai hogi. Pubg medium setting par play kar sakte ho..bt aacha rehega..
3. Camera is very good . Bt low light me thodi prblm hai bt iss price me bahut aacha hai.. day light me to excellent hai..
4. Disign and look is so great. Hand me easily fit hota hai.. premium feel hota hai.. black colour is looking so good..
5. Fingerprint is so fast bt i think fast unlock 1 se 2 second le leta hai.. bczz wo eye retina scan karta hai to apni eyes camera ke pass rakhen to aacha rehega..bt fingerprint is so so fast ..
6. Working on android pie .. so look good in internal.
7. No extra app, no add break...
8. I will give 8.7 point out of 10 in this price range. And its rain proof.  So go ahead.",2
positive," so glad, I hope yall make it back down near New Orleans",2
